SURVYEAR	LFSSTAT	PROV	AGE	SEX	EDUC	TENURE	UNION	HRLYEARN	HOURS
1998	Employed,	ON	45-59	Male	BA or More	188	NA	NA	20
1998	Employed,	ON	45-59	Male	BA or More	220	No	31.38	48
1998	Employed,	ON	45-59	Female	BA or More	187	Yes	31.25	0
1998	Employed,	ON	45-59	Male	BA or More	240	No	23.08	43
1998	Employed,	ON	45-59	Female	BA or More	240	Yes	28.85	0
1998	Employed,	ON	45-59	Male	BA or More	240	NA	NA	55
1998	Employed,	ON	45-59	Male	BA or More	72	NA	NA	0
1998	Employed,	ON	45-59	Female	BA or More	240	Yes	23.08	0
1998	Employed,	ON	45-59	Male	BA or More	52	No	26.37	31.5
1998	Employed,	ON	45-59	Male	BA or More	223	Yes	41.67	0
1998	Employed,	ON	45-59	Female	BA or More	91	Yes	31.25	0
1998	Employed,	ON	45-59	Female	BA or More	157	Yes	14.95	0
1998	Employed,	ON	45-59	Female	BA or More	63	Yes	24.62	32
1998	Employed,	ON	45-59	Male	BA or More	16	No	14.42	55
1998	Employed,	ON	45-59	Male	BA or More	240	Yes	29.67	0
1998	Employed,	ON	45-59	Male	BA or More	240	Yes	27.4	36.5
1998	Employed,	ON	45-59	Male	BA or More	6	No	44.23	60
1998	Employed,	ON	45-59	Female	BA or More	41	No	6.41	3
1998	Employed,	ON	45-59	Male	BA or More	35	No	13.85	39
1998	Employed,	ON	45-59	Female	BA or More	240	Yes	26.2	45
1998	Employed,	ON	60+	Male	BA or More	39	No	17.09	55
1998	Employed,	ON	60+	Male	BA or More	240	No	48.08	0
1998	Unemployed	ON	60+	Male	BA or More	NA	NA	NA	NA
1998	Employed,	QU	15-29	Male	HS Dropout	29	Yes	9	40
1998	Employed,	QU	15-29	Male	HS Dropout	7	No	7	40
1998	Employed,	QU	15-29	Male	HS Dropout	1	No	12	40
1998	Employed,	QU	15-29	Female	HS Dropout	1	No	4	4
1998	Unemployed	QU	15-29	Female	HS Dropout	NA	NA	NA	NA
1998	Employed,	QU	15-29	Male	HS Dropout	26	NA	NA	4
1998	Employed,	QU	15-29	Male	HS Dropout	5	No	6.7	3
1998	Employed,	QU	15-29	Male	HS Dropout	27	No	11	40
1998	Unemployed	QU	15-29	Male	HS Dropout	NA	NA	NA	NA
1998	Employed,	QU	15-29	Female	HS Dropout	5	NA	NA	10
1998	Employed,	QU	15-29	Female	HS Dropout	17	No	6.73	40
1998	Unemployed	QU	15-29	Male	HS Dropout	NA	NA	NA	NA
1998	Employed,	QU	15-29	Male	HS Dropout	15	No	7	37.5
1998	Unemployed	QU	15-29	Male	HS Dropout	NA	NA	NA	NA
1998	Employed,	QU	15-29	Female	HS Dropout	27	No	7.25	31
1998	Employed,	QU	15-29	Male	HS Dropout	38	No	7.25	30
1998	Employed,	QU	15-29	Female	HS Dropout	92	Yes	8.57	40
1998	Employed,	QU	15-29	Male	HS Dropout	69	No	8.45	40
1998	Employed,	QU	15-29	Male	HS Dropout	39	No	8	18
1998	Unemployed	QU	15-29	Male	HS Dropout	NA	NA	NA	NA
1998	Employed,	QU	30-44	Male	HS Dropout	121	NA	NA	40
1998	Employed,	QU	30-44	Male	HS Dropout	191	Yes	20	40
1998	Unemployed	QU	30-44	Female	HS Dropout	NA	NA	NA	NA
1998	Unemployed	QU	30-44	Male	HS Dropout	NA	NA	NA	NA
1998	Employed,	QU	30-44	Female	HS Dropout	127	No	8.5	40
1998	Employed,	QU	30-44	Male	HS Dropout	135	Yes	30	37.5
1998	Employed,	QU	30-44	Male	HS Dropout	11	No	23	77
1998	Employed,	QU	30-44	Male	HS Dropout	67	No	14	40
1998	Unemployed	QU	30-44	Female	HS Dropout	NA	NA	NA	NA
1998	Employed,	QU	30-44	Female	HS Dropout	2	No	12	22
1998	Employed,	QU	30-44	Male	HS Dropout	83	NA	NA	50
1998	Employed,	QU	30-44	Female	HS Dropout	66	No	9.99	36
1998	Employed,	QU	30-44	Female	HS Dropout	200	Yes	11.88	32
1998	Employed,	QU	30-44	Female	HS Dropout	62	NA	NA	35
1998	Employed,	QU	30-44	Female	HS Dropout	93	No	8	30
1998	Unemployed	QU	30-44	Male	HS Dropout	NA	NA	NA	NA
1998	Employed,	QU	45-59	Female	HS Dropout	240	Yes	16.84	0
1998	Employed,	QU	45-59	Female	HS Dropout	32	No	7	20
1998	Employed,	QU	45-59	Male	HS Dropout	240	NA	NA	70
1998	Employed,	QU	45-59	Male	HS Dropout	7	No	8	35
1998	Employed,	QU	45-59	Female	HS Dropout	37	No	7	40
1998	Employed,	QU	45-59	Male	HS Dropout	240	No	28	42
1998	Employed,	QU	45-59	Male	HS Dropout	6	No	8	30
1998	Unemployed	QU	45-59	Male	HS Dropout	NA	NA	NA	NA
1998	Unemployed	QU	45-59	Female	HS Dropout	NA	NA	NA	NA
1998	Unemployed	QU	45-59	Female	HS Dropout	NA	NA	NA	NA
1998	Employed,	QU	45-59	Male	HS Dropout	191	NA	NA	15
1998	Employed,	QU	45-59	Male	HS Dropout	240	NA	NA	0
1998	Unemployed	QU	45-59	Female	HS Dropout	NA	NA	NA	NA
1998	Employed,	QU	45-59	Female	HS Dropout	240	NA	NA	20
1998	Employed,	QU	45-59	Female	HS Dropout	22	NA	NA	60
1998	Employed,	QU	45-59	Male	HS Dropout	95	NA	NA	50
1998	Employed,	QU	45-59	Male	HS Dropout	145	No	14	60
1998	Employed,	QU	45-59	Female	HS Dropout	129	No	11	40
1998	Employed,	QU	45-59	Male	HS Dropout	203	Yes	13.5	38
1998	Employed,	QU	45-59	Male	HS Dropout	43	No	8	30
1998	Employed,	QU	45-59	Male	HS Dropout	240	NA	NA	0
1998	Employed,	QU	45-59	Male	HS Dropout	240	No	27.5	32
1998	Employed,	QU	45-59	Male	HS Dropout	240	Yes	14.5	37.5
1998	Employed,	QU	45-59	Female	HS Dropout	195	No	13.85	8
1998	Employed,	QU	45-59	Female	HS Dropout	43	Yes	16.98	22
1998	Unemployed	QU	45-59	Male	HS Dropout	NA	NA	NA	NA
1998	Employed,	QU	45-59	Male	HS Dropout	240	Yes	22	0
1998	Employed,	QU	45-59	Female	HS Dropout	20	No	7	10
1998	Employed,	QU	60+	Male	HS Dropout	240	No	13	60
1998	Employed,	QU	60+	Female	HS Dropout	104	No	9.4	39
1998	Employed,	QU	60+	Female	HS Dropout	240	NA	NA	15
1998	Unemployed	QU	60+	Male	HS Dropout	NA	NA	NA	NA
1998	Employed,	QU	60+	Male	HS Dropout	19	NA	NA	60
1998	Employed,	QU	60+	Male	HS Dropout	240	NA	NA	0
1998	Unemployed	QU	60+	Female	HS Dropout	NA	NA	NA	NA
1998	Employed,	QU	60+	Male	HS Dropout	240	NA	NA	60
1998	Employed,	QU	15-29	Female	HS Grad	22	No	6.9	8
1998	Employed,	QU	15-29	Female	HS Grad	5	No	6.8	45
1998	Employed,	QU	15-29	Male	HS Grad	45	No	14	45
1998	Employed,	QU	15-29	Female	HS Grad	6	NA	NA	15
1998	Unemployed	QU	15-29	Male	HS Grad	NA	NA	NA	NA
1998	Employed,	QU	15-29	Male	HS Grad	5	No	8.5	35
1998	Unemployed	QU	15-29	Female	HS Grad	NA	NA	NA	NA
1998	Employed,	QU	30-44	Male	HS Grad	161	Yes	16.8	42
1998	Employed,	QU	30-44	Male	HS Grad	71	No	16.41	37.5
1998	Employed,	QU	30-44	Male	HS Grad	240	NA	NA	30
1998	Employed,	QU	30-44	Female	HS Grad	71	No	6.95	35
1998	Employed,	QU	30-44	Male	HS Grad	227	No	18.25	40
1998	Unemployed	QU	30-44	Male	HS Grad	NA	NA	NA	NA
1998	Unemployed	QU	30-44	Female	HS Grad	NA	NA	NA	NA
1998	Employed,	QU	30-44	Male	HS Grad	12	No	8	40
1998	Employed,	QU	30-44	Male	HS Grad	7	NA	NA	50
1998	Employed,	QU	30-44	Male	HS Grad	38	Yes	17.65	58
1998	Employed,	QU	30-44	Female	HS Grad	18	Yes	7.4	30
1998	Employed,	QU	30-44	Male	HS Grad	41	No	22.86	60
1998	Unemployed	QU	30-44	Male	HS Grad	NA	NA	NA	NA
1998	Unemployed	QU	30-44	Male	HS Grad	NA	NA	NA	NA
1998	Employed,	QU	30-44	Male	HS Grad	97	NA	NA	40
1998	Employed,	QU	30-44	Female	HS Grad	178	No	14	24
1998	Employed,	QU	30-44	Male	HS Grad	128	Yes	24.47	37.5
1998	Employed,	QU	30-44	Female	HS Grad	4	No	10	36
1998	Employed,	QU	30-44	Male	HS Grad	19	No	17.86	43
1998	Employed,	QU	30-44	Female	HS Grad	75	No	22	40
1998	Employed,	QU	30-44	Female	HS Grad	102	Yes	9	40
1998	Employed,	QU	30-44	Male	HS Grad	216	Yes	22.4	43
1998	Employed,	QU	45-59	Male	HS Grad	52	Yes	13.79	7
1998	Employed,	QU	45-59	Male	HS Grad	6	No	12.82	37.5
1998	Employed,	QU	45-59	Male	HS Grad	219	Yes	23.08	37.5
1998	Employed,	QU	45-59	Female	HS Grad	29	NA	NA	0
1998	Employed,	QU	45-59	Female	HS Grad	54	NA	NA	30
1998	Employed,	QU	45-59	Female	HS Grad	41	No	9.35	37
1998	Employed,	QU	45-59	Male	HS Grad	240	No	28.85	40
1998	Employed,	QU	45-59	Female	HS Grad	240	Yes	7.2	36.2
1998	Employed,	QU	45-59	Female	HS Grad	240	Yes	19.49	40
1998	Employed,	QU	45-59	Male	HS Grad	22	No	12.5	40
1998	Employed,	QU	45-59	Female	HS Grad	240	Yes	11.2	35
1998	Employed,	QU	45-59	Male	HS Grad	99	NA	NA	50
1998	Employed,	QU	45-59	Female	HS Grad	143	Yes	14.29	37
1998	Employed,	QU	45-59	Male	HS Grad	63	No	12	50
1998	Employed,	QU	60+	Male	HS Grad	82	NA	NA	90
1998	Employed,	QU	60+	Male	HS Grad	240	NA	NA	95
1998	Employed,	QU	15-29	Male	Some PS	63	No	11	40
1998	Employed,	QU	15-29	Female	Some PS	35	No	7.5	35
1998	Employed,	QU	15-29	Female	Some PS	96	No	6.9	35
1998	Unemployed	QU	15-29	Male	Some PS	NA	NA	NA	NA
1998	Employed,	QU	15-29	Female	Some PS	14	No	18	49.5
1998	Employed,	QU	15-29	Female	Some PS	23	No	7.15	40
1998	Employed,	QU	15-29	Male	Some PS	14	No	7	16
1998	Unemployed	QU	15-29	Female	Some PS	NA	NA	NA	NA
1998	Employed,	QU	15-29	Male	Some PS	83	No	13	42
1998	Employed,	QU	15-29	Male	Some PS	34	Yes	16	44
1998	Employed,	QU	15-29	Female	Some PS	2	No	6.9	20
1998	Employed,	QU	15-29	Female	Some PS	3	No	11.69	40
1998	Employed,	QU	15-29	Male	Some PS	46	No	9	10
1998	Employed,	QU	15-29	Male	Some PS	25	No	14.9	40
1998	Employed,	QU	15-29	Female	Some PS	67	No	8	35
1998	Employed,	QU	15-29	Female	Some PS	2	No	6.8	25
1998	Employed,	QU	15-29	Male	Some PS	12	No	15.77	35
1998	Unemployed	QU	15-29	Female	Some PS	NA	NA	NA	NA
1998	Unemployed	QU	15-29	Male	Some PS	NA	NA	NA	NA
1998	Employed,	QU	15-29	Female	Some PS	6	No	6.85	11
1998	Employed,	QU	15-29	Male	Some PS	2	No	10	40
1998	Employed,	QU	15-29	Female	Some PS	37	No	7	0
1998	Employed,	QU	15-29	Female	Some PS	13	No	7.4	22
1998	Employed,	QU	15-29	Female	Some PS	30	Yes	15	20
1998	Employed,	QU	15-29	Female	Some PS	44	Yes	16	35
1998	Employed,	QU	15-29	Male	Some PS	23	No	12.25	42
1998	Unemployed	QU	15-29	Male	Some PS	NA	NA	NA	NA
1998	Employed,	QU	15-29	Female	Some PS	51	No	7.05	14
1998	Employed,	QU	15-29	Female	Some PS	19	No	6.7	20
1998	Employed,	QU	15-29	Male	Some PS	94	Yes	11	38
1998	Employed,	QU	15-29	Female	Some PS	49	No	8	7
1998	Unemployed	QU	15-29	Female	Some PS	NA	NA	NA	NA
1998	Employed,	QU	15-29	Male	Some PS	70	Yes	17	40
1998	Employed,	QU	15-29	Female	Some PS	2	No	6.8	12
1998	Employed,	QU	15-29	Male	Some PS	81	NA	NA	40
1998	Employed,	QU	15-29	Female	Some PS	10	No	6.8	20
1998	Employed,	QU	15-29	Female	Some PS	27	No	6.95	34
1998	Unemployed	QU	15-29	Male	Some PS	NA	NA	NA	NA
1998	Employed,	QU	15-29	Female	Some PS	111	No	12	35
1998	Employed,	QU	15-29	Male	Some PS	35	No	11	16
1998	Employed,	QU	15-29	Female	Some PS	3	NA	NA	3
1998	Employed,	QU	15-29	Female	Some PS	3	No	6.7	35
1998	Employed,	QU	30-44	Female	Some PS	53	No	13.82	32.5
1998	Employed,	QU	30-44	Female	Some PS	193	No	23.07	36.2
1998	Employed,	QU	30-44	Female	Some PS	99	NA	NA	30
1998	Employed,	QU	30-44	Female	Some PS	131	No	15.71	35
1998	Employed,	QU	30-44	Female	Some PS	122	Yes	19.05	36.5
1998	Employed,	QU	30-44	Female	Some PS	163	Yes	16.02	35
1998	Employed,	QU	30-44	Female	Some PS	87	No	17.69	30
1998	Employed,	QU	30-44	Female	Some PS	15	No	12.5	40
1998	Employed,	QU	30-44	Female	Some PS	28	Yes	13	25
1998	Employed,	QU	30-44	Male	Some PS	78	NA	NA	40
1998	Employed,	QU	30-44	Male	Some PS	42	No	15.85	35
1998	Employed,	QU	30-44	Female	Some PS	131	No	16.83	35
1998	Employed,	QU	30-44	Male	Some PS	44	No	8	42
1998	Employed,	QU	30-44	Male	Some PS	37	No	15	60
1998	Employed,	QU	30-44	Male	Some PS	4	NA	NA	50
1998	Employed,	QU	30-44	Female	Some PS	4	No	7.46	30
1998	Employed,	QU	30-44	Male	Some PS	214	NA	NA	36
1998	Employed,	QU	30-44	Female	Some PS	240	Yes	21.7	33.5
1998	Employed,	QU	30-44	Female	Some PS	63	Yes	16	40
1998	Employed,	QU	30-44	Male	Some PS	127	Yes	14	30
1998	Employed,	QU	30-44	Female	Some PS	165	No	7	40
1998	Employed,	QU	30-44	Male	Some PS	156	Yes	22.5	28
1998	Unemployed	QU	30-44	Female	Some PS	NA	NA	NA	NA
1998	Employed,	QU	30-44	Male	Some PS	203	Yes	13.71	0
1998	Employed,	QU	30-44	Male	Some PS	31	Yes	21.63	40
1998	Employed,	QU	30-44	Male	Some PS	230	No	15.47	6
1998	Employed,	QU	30-44	Female	Some PS	190	Yes	18	29
1998	Employed,	QU	30-44	Male	Some PS	221	Yes	22.41	0
1998	Employed,	QU	30-44	Male	Some PS	1	No	12.5	44
1998	Employed,	QU	30-44	Male	Some PS	67	Yes	16	40
1998	Employed,	QU	30-44	Female	Some PS	240	Yes	26.35	26
1998	Employed,	QU	30-44	Female	Some PS	5	No	7	32
1998	Employed,	QU	30-44	Male	Some PS	166	Yes	16.9	40
1998	Employed,	QU	30-44	Female	Some PS	36	No	7.14	28
1998	Employed,	QU	30-44	Female	Some PS	32	NA	NA	50
1998	Employed,	QU	30-44	Male	Some PS	192	No	11.78	37.5
1998	Employed,	QU	30-44	Female	Some PS	1	No	10	30
1998	Employed,	QU	30-44	Male	Some PS	9	No	18	40
1998	Employed,	QU	45-59	Male	Some PS	235	NA	NA	50
1998	Employed,	QU	45-59	Female	Some PS	240	Yes	29.24	21.7
1998	Employed,	QU	45-59	Male	Some PS	240	No	23.08	35
1998	Employed,	QU	45-59	Female	Some PS	140	No	7.86	35
1998	Employed,	QU	45-59	Male	Some PS	90	No	18.75	0
1998	Employed,	QU	45-59	Female	Some PS	99	No	20.75	35.5
1998	Employed,	QU	45-59	Female	Some PS	123	NA	NA	50
1998	Employed,	QU	45-59	Male	Some PS	240	Yes	25	66
1998	Employed,	QU	45-59	Male	Some PS	22	NA	NA	55
1998	Unemployed	QU	45-59	Male	Some PS	NA	NA	NA	NA
1998	Employed,	QU	45-59	Female	Some PS	240	Yes	12.86	35
1998	Employed,	QU	45-59	Male	Some PS	99	NA	NA	70
1998	Employed,	QU	45-59	Female	Some PS	75	No	7.5	30
1998	Employed,	QU	45-59	Male	Some PS	240	No	15.76	38
1998	Employed,	QU	45-59	Male	Some PS	240	Yes	9	40
1998	Employed,	QU	45-59	Male	Some PS	8	NA	NA	25
1998	Employed,	QU	45-59	Male	Some PS	240	No	13.25	40
1998	Employed,	QU	45-59	Male	Some PS	240	Yes	26.97	38
1998	Employed,	QU	45-59	Female	Some PS	131	Yes	13.54	16
1998	Unemployed	QU	45-59	Female	Some PS	NA	NA	NA	NA
1998	Employed,	QU	45-59	Female	Some PS	67	Yes	12.43	40
1998	Employed,	QU	45-59	Male	Some PS	183	Yes	18.7	40
1998	Employed,	QU	45-59	Male	Some PS	240	No	35	7
1998	Employed,	QU	45-59	Male	Some PS	240	NA	NA	55
1998	Employed,	QU	45-59	Male	Some PS	197	Yes	26.22	0
1998	Employed,	QU	45-59	Male	Some PS	107	No	23.59	37.5
1998	Employed,	QU	45-59	Female	Some PS	239	Yes	18.67	37.5
1998	Employed,	QU	60+	Male	Some PS	175	No	12.82	45
1998	Employed,	QU	60+	Male	Some PS	17	No	50	32
1998	Employed,	QU	15-29	Female	BA or More	7	No	10	35
1998	Employed,	QU	15-29	Male	BA or More	58	No	32.3	60
1998	Employed,	QU	15-29	Female	BA or More	12	NA	NA	40
1998	Employed,	QU	15-29	Female	BA or More	67	Yes	17.58	45
1998	Employed,	QU	15-29	Male	BA or More	35	No	14.42	45
1998	Employed,	QU	15-29	Male	BA or More	6	No	17.5	38
1998	Employed,	QU	15-29	Male	BA or More	27	No	23.08	55
1998	Employed,	QU	15-29	Female	BA or More	36	No	20.24	40
1998	Employed,	QU	15-29	Female	BA or More	11	No	8	53
1998	Employed,	QU	15-29	Female	BA or More	8	Yes	16.48	35
1998	Employed,	QU	30-44	Female	BA or More	131	No	9	35
1998	Employed,	QU	30-44	Female	BA or More	191	Yes	29.57	27
1998	Employed,	QU	30-44	Male	BA or More	26	NA	NA	99
1998	Employed,	QU	30-44	Male	BA or More	57	No	20.38	40
1998	Employed,	QU	30-44	Male	BA or More	114	NA	NA	60
1998	Employed,	QU	30-44	Male	BA or More	69	Yes	32.8	45
1998	Employed,	QU	30-44	Female	BA or More	127	Yes	33.97	50
1998	Employed,	QU	30-44	Male	BA or More	119	No	22.6	0
1998	Employed,	QU	30-44	Male	BA or More	25	No	22.22	43
1998	Employed,	QU	30-44	Male	BA or More	120	No	12.88	40
1998	Employed,	QU	30-44	Male	BA or More	88	Yes	22	37
1998	Employed,	QU	30-44	Male	BA or More	6	No	15.38	50
1998	Employed,	QU	30-44	Male	BA or More	15	NA	NA	40
1998	Employed,	QU	30-44	Female	BA or More	48	NA	NA	20
1998	Employed,	QU	30-44	Male	BA or More	19	Yes	21.05	38
1998	Employed,	QU	30-44	Male	BA or More	10	No	13	36
1998	Employed,	QU	30-44	Female	BA or More	240	No	21	35
1998	Employed,	QU	30-44	Female	BA or More	47	No	16.16	18
1998	Employed,	QU	30-44	Male	BA or More	11	No	25.48	40
1998	Employed,	QU	30-44	Male	BA or More	73	NA	NA	40
1998	Employed,	QU	30-44	Female	BA or More	239	Yes	18.61	21.7
1998	Employed,	QU	30-44	Male	BA or More	4	No	32.69	40
1998	Employed,	QU	45-59	Male	BA or More	214	No	28.85	60
1998	Employed,	QU	45-59	Male	BA or More	221	Yes	15.71	35
1998	Employed,	QU	45-59	Female	BA or More	78	No	11.54	35
1998	Employed,	QU	45-59	Male	BA or More	103	NA	NA	35
1998	Employed,	QU	45-59	Male	BA or More	95	NA	NA	40
1998	Employed,	QU	45-59	Female	BA or More	130	NA	NA	70
1998	Employed,	QU	45-59	Female	BA or More	8	Yes	20	40
1998	Employed,	QU	45-59	Female	BA or More	207	Yes	30.77	30
1998	Employed,	QU	60+	Male	BA or More	190	NA	NA	45
1998	Employed,	QU	60+	Male	BA or More	240	Yes	27.47	35
1999	Employed,	AL	15-29	Male	HS Dropout	11	No	8	26
1999	Unemployed	AL	15-29	Male	HS Dropout	NA	NA	NA	NA
1999	Unemployed	AL	15-29	Male	HS Dropout	NA	NA	NA	NA
1999	Unemployed	AL	15-29	Male	HS Dropout	NA	NA	NA	NA
1999	Employed,	AL	15-29	Female	HS Dropout	5	No	6.1	0
1999	Employed,	AL	15-29	Male	HS Dropout	55	NA	NA	20
1999	Employed,	AL	15-29	Male	HS Dropout	58	NA	NA	60
1999	Employed,	AL	15-29	Male	HS Dropout	2	No	6	45
1999	Employed,	AL	15-29	Male	HS Dropout	15	No	10	4
1999	Employed,	AL	15-29	Female	HS Dropout	10	No	6.5	8
1999	Employed,	AL	15-29	Male	HS Dropout	48	NA	NA	30
1999	Employed,	AL	15-29	Female	HS Dropout	109	Yes	13.15	40
1999	Employed,	AL	15-29	Female	HS Dropout	24	NA	NA	40
1999	Employed,	AL	30-44	Male	HS Dropout	207	No	21.92	40
1999	Employed,	AL	30-44	Male	HS Dropout	15	No	12	15
1999	Employed,	AL	30-44	Female	HS Dropout	162	Yes	29.38	0
1999	Employed,	AL	30-44	Male	HS Dropout	186	NA	NA	95
1999	Employed,	AL	30-44	Female	HS Dropout	159	No	7.63	40
1999	Employed,	AL	30-44	Male	HS Dropout	1	No	19.5	48
1999	Employed,	AL	30-44	Male	HS Dropout	37	No	9	40
1999	Employed,	AL	30-44	Male	HS Dropout	18	No	17	58
1999	Employed,	AL	30-44	Male	HS Dropout	35	No	18.46	0
1999	Employed,	AL	30-44	Female	HS Dropout	240	NA	NA	0
1999	Unemployed	AL	30-44	Male	HS Dropout	NA	NA	NA	NA
1999	Employed,	AL	30-44	Female	HS Dropout	14	NA	NA	30
1999	Unemployed	AL	30-44	Male	HS Dropout	NA	NA	NA	NA
1999	Employed,	AL	30-44	Female	HS Dropout	11	No	7.5	40
1999	Employed,	AL	45-59	Female	HS Dropout	193	No	12.35	30
1999	Employed,	AL	45-59	Female	HS Dropout	12	No	10	20
1999	Employed,	AL	45-59	Male	HS Dropout	17	No	11	45
1999	Employed,	AL	45-59	Female	HS Dropout	240	Yes	17	44
1999	Employed,	AL	60+	Male	HS Dropout	240	NA	NA	24
1999	Employed,	AL	60+	Male	HS Dropout	27	NA	NA	25
1999	Employed,	AL	15-29	Female	HS Grad	3	No	7	16
1999	Employed,	AL	15-29	Male	HS Grad	4	No	13	50
1999	Employed,	AL	15-29	Male	HS Grad	1	No	5.5	7
1999	Employed,	AL	15-29	Female	HS Grad	17	No	7	35
1999	Employed,	AL	15-29	Female	HS Grad	151	NA	NA	14.5
1999	Employed,	AL	15-29	Male	HS Grad	10	NA	NA	20
1999	Employed,	AL	15-29	Female	HS Grad	5	No	6	42
1999	Employed,	AL	15-29	Female	HS Grad	2	No	7	40
1999	Employed,	AL	30-44	Female	HS Grad	26	No	15	0
1999	Employed,	AL	30-44	Female	HS Grad	25	No	6	32
1999	Employed,	AL	30-44	Male	HS Grad	42	No	12.82	48
1999	Employed,	AL	30-44	Female	HS Grad	103	No	11.54	40
1999	Employed,	AL	30-44	Female	HS Grad	11	No	6	40
1999	Employed,	AL	30-44	Female	HS Grad	87	NA	NA	60
1999	Employed,	AL	30-44	Male	HS Grad	208	No	25.12	51
1999	Employed,	AL	30-44	Female	HS Grad	4	No	5.75	24
1999	Employed,	AL	30-44	Male	HS Grad	68	Yes	22.79	40
1999	Employed,	AL	30-44	Male	HS Grad	7	No	10	52
1999	Employed,	AL	30-44	Male	HS Grad	18	No	17.31	56
1999	Employed,	AL	30-44	Male	HS Grad	144	No	29.81	40
1999	Employed,	AL	30-44	Male	HS Grad	2	No	25.96	56
1999	Employed,	AL	30-44	Male	HS Grad	5	No	15.38	42
1999	Employed,	AL	45-59	Female	HS Grad	7	No	7.5	40
1999	Employed,	AL	45-59	Male	HS Grad	240	NA	NA	55
1999	Employed,	AL	45-59	Female	HS Grad	240	NA	NA	54
1999	Employed,	AL	45-59	Male	HS Grad	5	No	24.72	32
1999	Employed,	AL	60+	Female	HS Grad	240	NA	NA	0
1999	Employed,	AL	60+	Male	HS Grad	240	NA	NA	49
1999	Employed,	AL	15-29	Female	Some PS	23	No	8.65	40
1999	Unemployed	AL	15-29	Female	Some PS	NA	NA	NA	NA
1999	Employed,	AL	15-29	Female	Some PS	10	No	9	40
1999	Employed,	AL	15-29	Male	Some PS	47	No	4.62	30
1999	Employed,	AL	15-29	Female	Some PS	5	No	6.25	0
1999	Employed,	AL	15-29	Male	Some PS	14	No	20.19	42.5
1999	Employed,	AL	15-29	Female	Some PS	12	No	6	12
1999	Employed,	AL	15-29	Male	Some PS	1	No	16	35
1999	Employed,	AL	15-29	Female	Some PS	9	No	6.75	33
1999	Employed,	AL	30-44	Male	Some PS	35	No	9	0
1999	Employed,	AL	30-44	Male	Some PS	63	NA	NA	50
1999	Employed,	AL	30-44	Female	Some PS	210	Yes	18.37	0
1999	Employed,	AL	30-44	Male	Some PS	3	NA	NA	30
1999	Employed,	AL	30-44	Male	Some PS	162	Yes	17.85	40
1999	Employed,	AL	30-44	Male	Some PS	127	No	38.46	50
1999	Employed,	AL	30-44	Male	Some PS	138	No	42.75	40
1999	Employed,	AL	30-44	Male	Some PS	214	No	20	42
1999	Employed,	AL	30-44	Male	Some PS	17	Yes	24	46
1999	Employed,	AL	30-44	Male	Some PS	130	No	23.08	40
1999	Employed,	AL	30-44	Male	Some PS	24	NA	NA	25
1999	Employed,	AL	30-44	Male	Some PS	76	NA	NA	0
1999	Employed,	AL	30-44	Female	Some PS	7	NA	NA	18
1999	Employed,	AL	30-44	Female	Some PS	175	NA	NA	18
1999	Employed,	AL	30-44	Male	Some PS	95	No	17.54	53
1999	Employed,	AL	30-44	Female	Some PS	130	Yes	13.75	38.7
1999	Employed,	AL	30-44	Female	Some PS	2	No	6	30
1999	Unemployed	AL	30-44	Female	Some PS	NA	NA	NA	NA
1999	Employed,	AL	30-44	Female	Some PS	2	No	9	42
1999	Employed,	AL	30-44	Male	Some PS	84	NA	NA	80
1999	Employed,	AL	30-44	Female	Some PS	34	Yes	10.77	37.5
1999	Employed,	AL	30-44	Male	Some PS	161	No	20	50
1999	Employed,	AL	30-44	Female	Some PS	51	No	9.4	5
1999	Employed,	AL	45-59	Female	Some PS	240	Yes	13.47	37.5
1999	Employed,	AL	45-59	Female	Some PS	27	No	8.5	0
1999	Employed,	AL	45-59	Female	Some PS	7	Yes	11.33	47.5
1999	Employed,	AL	45-59	Female	Some PS	65	No	7.25	40
1999	Employed,	AL	45-59	Male	Some PS	89	No	27.1	50
1999	Employed,	AL	45-59	Female	Some PS	6	NA	NA	45
1999	Employed,	AL	45-59	Female	Some PS	240	NA	NA	30
1999	Employed,	AL	45-59	Male	Some PS	6	No	20	78
1999	Employed,	AL	45-59	Female	Some PS	20	No	10.3	32
1999	Employed,	AL	45-59	Male	Some PS	2	No	8.65	80
1999	Employed,	AL	45-59	Male	Some PS	70	No	22	41
1999	Employed,	AL	45-59	Male	Some PS	124	NA	NA	60
1999	Employed,	AL	45-59	Female	Some PS	107	No	13.5	40.5
1999	Employed,	AL	45-59	Male	Some PS	240	NA	NA	50
1999	Employed,	AL	45-59	Female	Some PS	146	No	12.02	40
1999	Employed,	AL	45-59	Female	Some PS	2	NA	NA	27
1999	Employed,	AL	45-59	Male	Some PS	240	Yes	17	37
1999	Employed,	AL	45-59	Male	Some PS	70	NA	NA	45
1999	Employed,	AL	45-59	Male	Some PS	195	No	23.08	8
1999	Employed,	AL	45-59	Male	Some PS	240	No	18.5	40
1999	Unemployed	AL	45-59	Male	Some PS	NA	NA	NA	NA
1999	Unemployed	AL	45-59	Male	Some PS	NA	NA	NA	NA
1999	Employed,	AL	45-59	Male	Some PS	240	NA	NA	40
1999	Employed,	AL	60+	Female	Some PS	240	NA	NA	50
1999	Employed,	AL	15-29	Female	BA or More	7	No	9	15
1999	Employed,	AL	15-29	Female	BA or More	3	NA	NA	10
